Column1;id;geometry;x;y;ulica;orientacne cislo;ulica_cislo;Typ budovy;Mestsk‡ ‹asé;M‰;Katastr‡lne œzemie;Pribliìnù po‹et bytov
5234;20792;POINT (21.2865725 48.7279391);21.2865725;48.7279391;Maurerova;9;Maurerova 9;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;28.0
5235;20796;POINT (21.2870745 48.7280105);21.2870745;48.7280105;Maurerova;7;Maurerova 7;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;18.0
5236;20713;POINT (21.291189 48.7273358);21.291189;48.7273358;Clementisova;2;Clementisova 2;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;24.0
5237;20797;POINT (21.2868282 48.7279601);21.2868282;48.7279601;Maurerova;8;Maurerova 8;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;18.0
5238;20799;POINT (21.2873111 48.7280779);21.2873111;48.7280779;Maurerova;6;Maurerova 6;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;26.0
5239;20801;POINT (21.2879155 48.7283904);21.2879155;48.7283904;Maurerova;3;Maurerova 3;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;17.0
5240;20804;POINT (21.2877428 48.728264);21.2877428;48.728264;Maurerova;4;Maurerova 4;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;17.0
5241;20807;POINT (21.2880881 48.7285168);21.2880881;48.7285168;Maurerova;2;Maurerova 2;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;30.0
5242;20808;POINT (21.2882608 48.7286432);21.2882608;48.7286432;Maurerova;1;Maurerova 1;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;30.0
5243;20820;POINT (21.2810112 48.7374373);21.2810112;48.7374373;BaäéovanskŽho;2;BaäéovanskŽho 2;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;18.0
5244;20823;POINT (21.2810724 48.7372525);21.2810724;48.7372525;BaäéovanskŽho;3;BaäéovanskŽho 3;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;22.0
5245;20824;POINT (21.2810724 48.7371071);21.2810724;48.7371071;BaäéovanskŽho;4;BaäéovanskŽho 4;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;22.0
5246;20760;POINT (21.2863923 48.7289604);21.2863923;48.7289604;Povstania ‹eskŽho ¼udu;18;Povstania ‹eskŽho ¼udu 18;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;11.0
5247;20759;POINT (21.2860255 48.7287882);21.2860255;48.7287882;Povstania ‹eskŽho ¼udu;22;Povstania ‹eskŽho ¼udu 22;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;8.0
5248;20758;POINT (21.2858345 48.7287072);21.2858345;48.7287072;Povstania ‹eskŽho ¼udu;24;Povstania ‹eskŽho ¼udu 24;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;8.0
5249;20755;POINT (21.2856577 48.7286054);21.2856577;48.7286054;Povstania ‹eskŽho ¼udu;26;Povstania ‹eskŽho ¼udu 26;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;8.0
5250;20717;POINT (21.2453391 48.7217935);21.2453391;48.7217935;Mal‡;7;Mal‡ 7;Rodinnù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;1.0
5251;20719;POINT (21.2886827 48.7267631);21.2886827;48.7267631;Dvorkinova;22;Dvorkinova 22;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;22.0
5252;20720;POINT (21.2889275 48.726771);21.2889275;48.726771;Dvorkinova;24;Dvorkinova 24;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;22.0
5253;20724;POINT (21.288426 48.7267475);21.288426;48.7267475;Dvorkinova;20;Dvorkinova 20;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;26.0
5254;20726;POINT (21.2881852 48.7267371);21.2881852;48.7267371;Dvorkinova;18;Dvorkinova 18;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;26.0
5255;20728;POINT (21.2874152 48.7267553);21.2874152;48.7267553;Dvorkinova;12;Dvorkinova 12;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;22.0
5256;20730;POINT (21.2871861 48.7268244);21.2871861;48.7268244;Dvorkinova;10;Dvorkinova 10;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;22.0
5257;20731;POINT (21.2869848 48.7269481);21.2869848;48.7269481;Dvorkinova;8;Dvorkinova 8;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;16.0
5258;20734;POINT (21.2868446 48.7270822);21.2868446;48.7270822;Dvorkinova;6;Dvorkinova 6;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;16.0
5259;20735;POINT (21.286736 48.72743);21.286736;48.72743;Dvorkinova;2;Dvorkinova 2;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;16.0
5260;20736;POINT (21.2867439 48.7272685);21.2867439;48.7272685;Dvorkinova;4;Dvorkinova 4;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;16.0
5261;20739;POINT (21.2857859 48.7273676);21.2857859;48.7273676;Maurerova;13;Maurerova 13;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;10.0
5262;20742;POINT (21.2855331 48.727314);21.2855331;48.727314;Maurerova;14;Maurerova 14;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;10.0
5263;20743;POINT (21.2852686 48.7272979);21.2852686;48.7272979;Maurerova;15;Maurerova 15;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;12.0
5264;20746;POINT (21.2850096 48.7273366);21.2850096;48.7273366;Maurerova;16;Maurerova 16;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;12.0
5265;20748;POINT (21.2844277 48.7276778);21.2844277;48.7276778;Maurerova;19;Maurerova 19;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;20.0
5266;20749;POINT (21.2843435 48.7278444);21.2843435;48.7278444;Maurerova;20;Maurerova 20;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;20.0
5267;20752;POINT (21.2850526 48.7279699);21.2850526;48.7279699;Povstania ‹eskŽho ¼udu;36;Povstania ‹eskŽho ¼udu 36;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;10.0
5268;20754;POINT (21.2851581 48.7281082);21.2851581;48.7281082;Povstania ‹eskŽho ¼udu;34;Povstania ‹eskŽho ¼udu 34;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;10.0
5269;21984;POINT (21.2721147 48.6790021);21.2721147;48.6790021;Mosadzn‡;5;Mosadzn‡ 5;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5270;21990;POINT (21.2721437 48.6788711);21.2721437;48.6788711;Mosadzn‡;3;Mosadzn‡ 3;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5271;24471;POINT (21.2563129 48.7592437);21.2563129;48.7592437;Brusnicov‡;12;Brusnicov‡ 12;Rodinnù dom;Koäice-èahanovce;èahanovce;èahanovce;1.0
5272;23532;POINT (21.207868 48.7072964);21.207868;48.7072964;Myslavsk‡;132;Myslavsk‡ 132;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5273;23510;POINT (21.2062341 48.7082316);21.2062341;48.7082316;Myslavsk‡;164;Myslavsk‡ 164;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5274;23513;POINT (21.2072218 48.7088359);21.2072218;48.7088359;Za priekopou;20;Za priekopou 20;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5275;23515;POINT (21.2064085 48.7080654);21.2064085;48.7080654;Myslavsk‡;160;Myslavsk‡ 160;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5276;23517;POINT (21.2066137 48.70793);21.2066137;48.70793;Myslavsk‡;156;Myslavsk‡ 156;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5277;23521;POINT (21.2079247 48.7084815);21.2079247;48.7084815;Za priekopou;28;Za priekopou 28;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5278;23522;POINT (21.2073304 48.7075749);21.2073304;48.7075749;Myslavsk‡;142;Myslavsk‡ 142;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5279;23524;POINT (21.2074245 48.7075358);21.2074245;48.7075358;Myslavsk‡;140;Myslavsk‡ 140;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5280;23526;POINT (21.2075135 48.7074301);21.2075135;48.7074301;Myslavsk‡;138;Myslavsk‡ 138;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5281;23531;POINT (21.2077724 48.707328);21.2077724;48.707328;Myslavsk‡;134;Myslavsk‡ 134;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5282;23535;POINT (21.2079682 48.707237);21.2079682;48.707237;Myslavsk‡;130;Myslavsk‡ 130;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5283;23503;POINT (21.2059917 48.7083909);21.2059917;48.7083909;Myslavsk‡;172;Myslavsk‡ 172;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5284;23537;POINT (21.2093844 48.7077536);21.2093844;48.7077536;Za priekopou;38;Za priekopou 38;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5285;23539;POINT (21.2095978 48.7076485);21.2095978;48.7076485;Za priekopou;40;Za priekopou 40;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5286;23541;POINT (21.2089096 48.706933);21.2089096;48.706933;Myslavsk‡;118;Myslavsk‡ 118;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5287;23543;POINT (21.2090381 48.706762);21.2090381;48.706762;Myslavsk‡;114;Myslavsk‡ 114;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5288;23545;POINT (21.2100508 48.7073906);21.2100508;48.7073906;Za priekopou;46;Za priekopou 46;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5289;23546;POINT (21.2091417 48.7066809);21.2091417;48.7066809;Myslavsk‡;112;Myslavsk‡ 112;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5290;23550;POINT (21.2096266 48.7065295);21.2096266;48.7065295;Myslavsk‡;102;Myslavsk‡ 102;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5291;23552;POINT (21.2097367 48.7066231);21.2097367;48.7066231;Myslavsk‡;104;Myslavsk‡ 104;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5292;23554;POINT (21.2099492 48.7064457);21.2099492;48.7064457;Myslavsk‡;96;Myslavsk‡ 96;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5293;23509;POINT (21.2060696 48.7083385);21.2060696;48.7083385;Myslavsk‡;168;Myslavsk‡ 168;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5294;23502;POINT (21.2058839 48.7085053);21.2058839;48.7085053;Myslavsk‡;176;Myslavsk‡ 176;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5295;23665;POINT (21.2175215 48.7041707);21.2175215;48.7041707;Za dolnùm mlynom;51;Za dolnùm mlynom 51;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5296;23458;POINT (21.2049339 48.7131129);21.2049339;48.7131129;Ku Bangortu;20;Ku Bangortu 20;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5297;23428;POINT (21.2035588 48.7127509);21.2035588;48.7127509;Na Kope;6;Na Kope 6;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5298;23429;POINT (21.2041958 48.712984);21.2041958;48.712984;Ku Bangortu;15;Ku Bangortu 15;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5299;23433;POINT (21.2041953 48.7131784);21.2041953;48.7131784;Ku Bangortu;17;Ku Bangortu 17;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5300;23438;POINT (21.2045335 48.7142968);21.2045335;48.7142968;Ku Bangortu;31;Ku Bangortu 31;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5301;23440;POINT (21.2045076 48.7146863);21.2045076;48.7146863;Ku Bangortu;37;Ku Bangortu 37;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5302;23444;POINT (21.2029565 48.7148755);21.2029565;48.7148755;Na Kope;79;Na Kope 79;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5303;23447;POINT (21.2033309 48.7149601);21.2033309;48.7149601;Na Kope;83;Na Kope 83;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5304;23450;POINT (21.2053937 48.7146484);21.2053937;48.7146484;Ku Bangortu;38;Ku Bangortu 38;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5305;23451;POINT (21.2053301 48.7144643);21.2053301;48.7144643;Ku Bangortu;36;Ku Bangortu 36;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5306;23462;POINT (21.2044271 48.7121163);21.2044271;48.7121163;Ku Bangortu;10;Ku Bangortu 10;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5307;23499;POINT (21.2064374 48.7091884);21.2064374;48.7091884;Za priekopou;10;Za priekopou 10;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5308;23464;POINT (21.2043486 48.7118629);21.2043486;48.7118629;Ku Bangortu;6;Ku Bangortu 6;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5309;23473;POINT (21.2040631 48.7113941);21.2040631;48.7113941;Ku Bangortu;4;Ku Bangortu 4;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5310;23474;POINT (21.2042904 48.7101795);21.2042904;48.7101795;Myslavsk‡;194;Myslavsk‡ 194;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5311;23477;POINT (21.2043459 48.7100665);21.2043459;48.7100665;Myslavsk‡;192;Myslavsk‡ 192;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5312;23478;POINT (21.2046102 48.7098582);21.2046102;48.7098582;Myslavsk‡;190;Myslavsk‡ 190;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5313;23483;POINT (21.207959 48.7104603);21.207959;48.7104603;Povrazov‡;22;Povrazov‡ 22;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5314;23491;POINT (21.2068714 48.7093581);21.2068714;48.7093581;Za priekopou;7;Za priekopou 7;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5315;23492;POINT (21.2065621 48.7094807);21.2065621;48.7094807;Za priekopou;3;Za priekopou 3;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5316;23497;POINT (21.2055393 48.708731);21.2055393;48.708731;Myslavsk‡;182;Myslavsk‡ 182;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5317;23556;POINT (21.2107417 48.7069046);21.2107417;48.7069046;Za priekopou;60;Za priekopou 60;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5318;23559;POINT (21.2102114 48.7063563);21.2102114;48.7063563;Myslavsk‡;92;Myslavsk‡ 92;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5319;23561;POINT (21.2104402 48.7062808);21.2104402;48.7062808;Myslavsk‡;90;Myslavsk‡ 90;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5320;23643;POINT (21.2165366 48.705239);21.2165366;48.705239;NiìnŽ Chme¼n’ky;17;NiìnŽ Chme¼n’ky 17;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5321;23619;POINT (21.2129782 48.7054731);21.2129782;48.7054731;Myslavsk‡;7;Myslavsk‡ 7;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5322;23625;POINT (21.2151026 48.7057011);21.2151026;48.7057011;Za dolnùm mlynom;3;Za dolnùm mlynom 3;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5323;23627;POINT (21.215201 48.7056163);21.215201;48.7056163;Za dolnùm mlynom;21;Za dolnùm mlynom 21;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5324;23631;POINT (21.2141362 48.7050747);21.2141362;48.7050747;Za dolnùm mlynom;15;Za dolnùm mlynom 15;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5325;23632;POINT (21.2152407 48.7050854);21.2152407;48.7050854;NiìnŽ Chme¼n’ky;8;NiìnŽ Chme¼n’ky 8;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5326;23635;POINT (21.2156557 48.7048469);21.2156557;48.7048469;NiìnŽ Chme¼n’ky;14;NiìnŽ Chme¼n’ky 14;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5327;23637;POINT (21.2160381 48.7049991);21.2160381;48.7049991;NiìnŽ Chme¼n’ky;13;NiìnŽ Chme¼n’ky 13;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5328;23639;POINT (21.2163102 48.7051273);21.2163102;48.7051273;NiìnŽ Chme¼n’ky;15;NiìnŽ Chme¼n’ky 15;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5329;23640;POINT (21.2167859 48.7053589);21.2167859;48.7053589;NiìnŽ Chme¼n’ky;19;NiìnŽ Chme¼n’ky 19;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5330;23644;POINT (21.2170584 48.7054845);21.2170584;48.7054845;NiìnŽ Chme¼n’ky;21;NiìnŽ Chme¼n’ky 21;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5331;23562;POINT (21.2112181 48.7061331);21.2112181;48.7061331;Myslavsk‡;82;Myslavsk‡ 82;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5332;23646;POINT (21.2163501 48.7047918);21.2163501;48.7047918;NiìnŽ Chme¼n’ky;18;NiìnŽ Chme¼n’ky 18;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5333;23648;POINT (21.215985 48.7046986);21.215985;48.7046986;NiìnŽ Chme¼n’ky;16;NiìnŽ Chme¼n’ky 16;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5334;23651;POINT (21.2166696 48.7049344);21.2166696;48.7049344;NiìnŽ Chme¼n’ky;20;NiìnŽ Chme¼n’ky 20;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5335;23652;POINT (21.2172094 48.7051968);21.2172094;48.7051968;NiìnŽ Chme¼n’ky;24;NiìnŽ Chme¼n’ky 24;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5336;23655;POINT (21.2169141 48.7050668);21.2169141;48.7050668;NiìnŽ Chme¼n’ky;22;NiìnŽ Chme¼n’ky 22;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5337;23656;POINT (21.2164836 48.7046668);21.2164836;48.7046668;Za dolnùm mlynom;41;Za dolnùm mlynom 41;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5338;23657;POINT (21.2166229 48.7045519);21.2166229;48.7045519;Za dolnùm mlynom;43;Za dolnùm mlynom 43;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5339;23659;POINT (21.2171769 48.7044077);21.2171769;48.7044077;Za dolnùm mlynom;47;Za dolnùm mlynom 47;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5340;23662;POINT (21.2179413 48.7045859);21.2179413;48.7045859;Za dolnùm mlynom;71;Za dolnùm mlynom 71;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5341;23617;POINT (21.2109097 48.7071852);21.2109097;48.7071852;Za priekopou;53;Za priekopou 53;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5342;23614;POINT (21.2116333 48.7081302);21.2116333;48.7081302;Povrazov‡;68;Povrazov‡ 68;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5343;23611;POINT (21.2105133 48.7074579);21.2105133;48.7074579;Za priekopou;49;Za priekopou 49;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5344;23610;POINT (21.2114106 48.7082071);21.2114106;48.7082071;Povrazov‡;66;Povrazov‡ 66;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5345;23564;POINT (21.2112689 48.7060235);21.2112689;48.7060235;Myslavsk‡;78;Myslavsk‡ 78;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5346;23567;POINT (21.21172 48.7058947);21.21172;48.7058947;Myslavsk‡;74;Myslavsk‡ 74;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5347;23569;POINT (21.2126583 48.7056259);21.2126583;48.7056259;Za dolnùm mlynom;5;Za dolnùm mlynom 5;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5348;23571;POINT (21.2087245 48.7099732);21.2087245;48.7099732;Povrazov‡;26;Povrazov‡ 26;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5349;23573;POINT (21.2075478 48.7090285);21.2075478;48.7090285;Za priekopou;15;Za priekopou 15;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5350;23575;POINT (21.2088725 48.7098813);21.2088725;48.7098813;Povrazov‡;28;Povrazov‡ 28;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5351;23579;POINT (21.2078431 48.7088131);21.2078431;48.7088131;Za priekopou;19;Za priekopou 19;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5352;23582;POINT (21.2094141 48.7095155);21.2094141;48.7095155;Povrazov‡;36;Povrazov‡ 36;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5353;23584;POINT (21.2096381 48.7094498);21.2096381;48.7094498;Povrazov‡;38;Povrazov‡ 38;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5354;23585;POINT (21.2096897 48.7092241);21.2096897;48.7092241;Povrazov‡;40;Povrazov‡ 40;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5355;23588;POINT (21.20869 48.7083899);21.20869;48.7083899;Za priekopou;29;Za priekopou 29;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5356;23591;POINT (21.2099872 48.709205);21.2099872;48.709205;Povrazov‡;42;Povrazov‡ 42;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5357;23592;POINT (21.208918 48.7082729);21.208918;48.7082729;Za priekopou;31;Za priekopou 31;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5358;23594;POINT (21.2100995 48.7090283);21.2100995;48.7090283;Povrazov‡;44;Povrazov‡ 44;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5359;23597;POINT (21.2091124 48.7082115);21.2091124;48.7082115;Za priekopou;33;Za priekopou 33;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5360;23599;POINT (21.2103095 48.7089846);21.2103095;48.7089846;Povrazov‡;46;Povrazov‡ 46;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5361;23600;POINT (21.2095271 48.7080543);21.2095271;48.7080543;Za priekopou;37;Za priekopou 37;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5362;23603;POINT (21.2097032 48.7079557);21.2097032;48.7079557;Za priekopou;39;Za priekopou 39;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5363;23605;POINT (21.2098937 48.7078405);21.2098937;48.7078405;Za priekopou;41;Za priekopou 41;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5364;23425;POINT (21.2033358 48.7124466);21.2033358;48.7124466;Na Kope;4;Na Kope 4;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5365;23424;POINT (21.2042192 48.7127746);21.2042192;48.7127746;Ku Bangortu;13;Ku Bangortu 13;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5366;23422;POINT (21.2039345 48.7122391);21.2039345;48.7122391;Ku Bangortu;11;Ku Bangortu 11;Rodinnù dom;Koäice-Myslava;Myslava;Myslava;1.0
5367;22850;POINT (21.2632181 48.6853188);21.2632181;48.6853188;Hrani‹n‡;6;Hrani‹n‡ 6;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5368;22833;POINT (21.2648938 48.6824255);21.2648938;48.6824255;Voz‡rova;42;Voz‡rova 42;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5369;22834;POINT (21.2645834 48.6827831);21.2645834;48.6827831;Bar‹ianska;71;Bar‹ianska 71;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5370;22837;POINT (21.2648001 48.6826859);21.2648001;48.6826859;Bar‹ianska;70;Bar‹ianska 70;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5371;22839;POINT (21.2656597 48.6822474);21.2656597;48.6822474;Voz‡rova;32;Voz‡rova 32;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5372;22840;POINT (21.2654388 48.682589);21.2654388;48.682589;Voz‡rova;36;Voz‡rova 36;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5373;22841;POINT (21.2621785 48.6838445);21.2621785;48.6838445;Bar‹ianska;42;Bar‹ianska 42;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5374;22843;POINT (21.2624704 48.684021);21.2624704;48.684021;Bar‹ianska;40;Bar‹ianska 40;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5375;22847;POINT (21.2625375 48.6842795);21.2625375;48.6842795;Bar‹ianska;34;Bar‹ianska 34;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5376;22849;POINT (21.2626725 48.684617);21.2626725;48.684617;Bar‹ianska;30;Bar‹ianska 30;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5377;22852;POINT (21.2626725 48.6856182);21.2626725;48.6856182;Bar‹ianska;22;Bar‹ianska 22;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5378;22871;POINT (21.2740238 48.6808886);21.2740238;48.6808886;Niklov‡;15;Niklov‡ 15;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5379;22854;POINT (21.2626667 48.6857662);21.2626667;48.6857662;Bar‹ianska;20;Bar‹ianska 20;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5380;22855;POINT (21.2626208 48.6862099);21.2626208;48.6862099;Bar‹ianska;16;Bar‹ianska 16;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5381;22858;POINT (21.2626179 48.686464);21.2626179;48.686464;Bar‹ianska;14;Bar‹ianska 14;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
5382;22859;POINT (21.2626179 48.6867105);21.2626179;48.6867105;Bar‹ianska;12;Bar‹ianska 12;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
